mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,weekend,sensation,peak_hr,season_1,season_2,season_3,season_4,weathersit_1,weathersit_2,weathersit_3,weathersit_4
4,13,0,2,1,0.74,0.6667,0.51,0.4478,0,1.1766999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,6,0,0,0,0.64,0.6061,0.65,0.1642,1,1.2561,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
12,5,0,0,0,0.26,0.303,0.81,0.0,1,1.113,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7,20,0,0,0,0.74,0.697,0.66,0.1045,1,1.357,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6,23,0,1,1,0.58,0.5455,0.49,0.2985,0,1.0354999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
12,18,0,0,0,0.44,0.4394,0.72,0.1045,1,1.1594,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12,17,0,2,1,0.4,0.4091,0.62,0.1642,0,1.0291000000000001,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,7,1,1,0,0.22,0.197,0.55,0.3284,0,0.7470000000000001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,13,0,1,1,0.3,0.2879,0.24,0.2239,0,0.5279,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0,2,1,0.3,0.2727,0.42,0.2985,0,0.6927,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,15,0,2,1,0.42,0.4242,0.26,0.0896,0,0.6842,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,21,0,3,1,0.66,0.6212,0.74,0.0,0,1.3612,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11,7,0,2,1,0.2,0.2121,0.69,0.1642,0,0.9020999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,6,0,0,0,0.16,0.2273,0.59,0.0,1,0.8172999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,21,0,4,1,0.54,0.5152,0.77,0.194,0,1.2852000000000001,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11,22,0,5,1,0.3,0.3333,0.75,0.0,0,1.0833,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9,2,0,2,1,0.42,0.4242,0.77,0.1343,0,1.1942,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,8,0,2,1,0.26,0.2879,0.7,0.0896,0,0.9879,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,15,0,6,0,0.74,0.6818,0.55,0.2239,1,1.2318,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
12,18,0,3,1,0.42,0.4242,0.35,0.4478,0,0.7742,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,0,0,4,1,0.38,0.3939,0.66,0.2537,0,1.0539,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,16,0,2,1,0.48,0.4697,0.44,0.1642,0,0.9097,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,15,0,3,1,0.38,0.3939,0.82,0.2239,0,1.2139,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12,11,0,0,0,0.24,0.2273,0.52,0.194,1,0.7473000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,16,0,5,1,0.56,0.5303,0.26,0.2537,0,0.7903,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
12,4,0,2,1,0.42,0.4242,0.82,0.1642,0,1.2442,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,5,0,2,1,0.44,0.4394,0.88,0.0,0,1.3194,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8,7,0,1,1,0.62,0.5909,0.78,0.1343,0,1.3709,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,22,0,5,1,0.7,0.6515,0.61,0.0,0,1.2614999999999998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,20,0,2,1,0.24,0.2576,0.48,0.1045,0,0.7376,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,19,0,1,1,0.54,0.5152,0.64,0.2537,0,1.1552,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9,9,0,2,1,0.54,0.5152,0.56,0.2537,0,1.0752000000000002,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,19,0,2,1,0.34,0.3333,0.23,0.194,0,0.5633,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,2,0,3,1,0.66,0.6212,0.69,0.0,0,1.3112,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5,19,0,1,1,0.7,0.6667,0.74,0.2239,0,1.4066999999999998,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11,5,0,3,1,0.26,0.2727,0.7,0.1343,0,0.9726999999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6,0,0,5,1,0.66,0.6212,0.5,0.2537,0,1.1212,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,4,0,3,1,0.3,0.303,0.93,0.1642,0,1.233,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,20,0,4,1,0.28,0.2576,0.61,0.2836,0,0.8675999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,5,0,6,0,0.68,0.6364,0.74,0.1343,1,1.3763999999999998,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5,4,0,0,0,0.52,0.5,1.0,0.0,1,1.5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7,14,0,4,1,0.74,0.6515,0.35,0.2836,0,1.0015,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11,14,0,3,1,0.38,0.3939,0.43,0.3582,0,0.8239,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12,22,0,3,1,0.34,0.3485,0.61,0.0896,0,0.9584999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,6,0,0,0,0.34,0.3333,0.87,0.1343,1,1.2033,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
12,11,0,4,1,0.4,0.4091,0.62,0.4179,0,1.0291000000000001,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2,16,0,3,1,0.26,0.2727,0.81,0.1045,0,1.0827,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,17,0,4,1,0.64,0.6212,0.5,0.2239,0,1.1212,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,13,0,0,0,0.3,0.303,0.49,0.1642,1,0.7929999999999999,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,3,0,5,1,0.26,0.303,0.7,0.0,0,1.003,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,11,0,0,0,0.26,0.2273,0.41,0.4179,1,0.6373,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,2,0,5,1,0.36,0.3333,0.5,0.3881,0,0.8332999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9,12,0,4,1,0.72,0.697,0.79,0.2239,0,1.487,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,8,0,1,1,0.74,0.6818,0.58,0.3284,0,1.2618,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6,18,0,0,0,0.72,0.6515,0.45,0.2537,1,1.1015,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,21,0,5,1,0.3,0.3333,0.75,0.0,0,1.0833,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,13,0,1,1,0.48,0.4697,0.51,0.0896,0,0.9797,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8,11,0,2,1,0.72,0.6515,0.37,0.194,0,1.0215,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
12,7,0,4,1,0.22,0.2121,0.6,0.2239,0,0.8121,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,20,0,0,0,0.74,0.6818,0.55,0.1642,1,1.2318,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,6,0,6,0,0.32,0.3182,0.36,0.194,1,0.6781999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,3,0,1,1,0.44,0.4394,0.3,0.1642,0,0.7394000000000001,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,23,0,0,0,0.22,0.2273,0.47,0.1642,1,0.6973,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,13,0,0,0,0.14,0.1061,0.33,0.3881,1,0.43610000000000004,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,18,0,1,1,0.34,0.3333,0.66,0.1343,0,0.9933000000000001,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,0,1,4,0,0.32,0.3333,0.66,0.0896,0,0.9933000000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,15,0,2,1,0.56,0.5303,0.21,0.2985,0,0.7403,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,18,0,3,1,0.8,0.697,0.27,0.3284,0,0.967,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5,16,0,2,1,0.64,0.6061,0.73,0.2239,0,1.3361,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11,21,0,6,0,0.32,0.3333,0.57,0.1045,1,0.9033,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7,19,0,3,1,0.82,0.8485,0.67,0.1642,0,1.5185,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,20,0,0,0,0.18,0.197,0.47,0.1642,1,0.667,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,4,0,2,1,0.38,0.3939,0.87,0.1343,0,1.2639,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,5,0,3,1,0.2,0.2121,0.8,0.1343,0,1.0121,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,16,0,6,0,0.28,0.2424,0.38,0.4478,1,0.6224000000000001,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,19,0,4,1,0.48,0.4697,0.39,0.2836,0,0.8597,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,22,0,4,1,0.7,0.6667,0.74,0.2239,0,1.4066999999999998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,17,0,3,1,0.7,0.6364,0.28,0.0896,0,0.9164,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,5,0,2,1,0.46,0.4545,0.72,0.0896,0,1.1745,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,7,0,5,1,0.56,0.5303,0.94,0.0,0,1.4703,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12,13,0,4,1,0.3,0.3333,0.39,0.0,0,0.7233,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6,2,0,3,1,0.56,0.5303,0.49,0.1343,0,1.0203,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11,9,0,4,1,0.34,0.303,0.61,0.3284,0,0.913,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4,14,0,2,1,0.36,0.3182,0.57,0.4925,0,0.8881999999999999,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7,2,0,0,0,0.64,0.6061,0.69,0.2239,1,1.2961,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,1,0,6,0,0.72,0.7121,0.84,0.194,1,1.5520999999999998,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,2,0,5,1,0.62,0.5758,0.83,0.0896,0,1.4058,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,4,0,3,1,0.34,0.3333,0.71,0.1642,0,1.0433,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,22,0,5,1,0.6,0.5909,0.73,0.194,0,1.3209,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,11,0,4,1,0.76,0.7121,0.58,0.2537,0,1.2921,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7,18,0,4,1,0.92,0.8788,0.4,0.3582,0,1.2788,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,11,0,3,1,0.22,0.197,0.93,0.3284,0,1.127,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,14,0,1,1,0.44,0.4394,0.47,0.2239,0,0.9094,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,8,0,6,0,0.56,0.5303,0.68,0.2836,1,1.2103000000000002,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,7,0,0,0,0.62,0.6061,0.69,0.1343,1,1.2961,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,14,0,6,0,0.46,0.4545,0.72,0.2836,1,1.1745,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,19,0,0,0,0.16,0.1364,0.43,0.3284,1,0.5664,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,16,0,2,1,0.38,0.3939,0.46,0.4179,0,0.8539,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,20,0,0,0,0.66,0.6212,0.39,0.194,1,1.0112,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,16,0,2,1,0.5,0.4848,0.42,0.1045,0,0.9048,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,22,0,2,1,0.54,0.5152,0.3,0.2537,0,0.8151999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,6,0,3,1,0.34,0.3182,0.87,0.2537,0,1.1882,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11,21,0,6,0,0.32,0.3485,0.66,0.0,1,1.0085,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,1,0,4,1,0.32,0.3485,0.66,0.0,0,1.0085,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,12,0,0,0,0.38,0.3939,0.82,0.194,1,1.2139,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3,17,0,0,0,0.44,0.4394,0.41,0.3582,1,0.8493999999999999,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,22,0,0,0,0.48,0.4697,0.72,0.2537,1,1.1897,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,22,0,1,1,0.52,0.5,0.55,0.1642,0,1.05,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6,12,0,6,0,0.68,0.6364,0.41,0.1045,1,1.0464,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,3,0,3,1,0.58,0.5455,0.88,0.2836,0,1.4255,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3,22,0,4,1,0.52,0.5,0.68,0.1343,0,1.1800000000000002,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,23,0,2,1,0.56,0.5303,0.56,0.1343,0,1.0903,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,0,0,1,1,0.7,0.6667,0.74,0.1343,0,1.4066999999999998,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,7,0,3,1,0.6,0.5606,0.83,0.1045,0,1.3906,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
10,13,0,2,1,0.52,0.5,0.45,0.2836,0,0.95,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9,4,0,2,1,0.56,0.5303,0.88,0.0,0,1.4102999999999999,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,18,0,4,1,0.2,0.1818,0.4,0.3284,0,0.5818,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,3,0,6,0,0.56,0.5303,0.83,0.2836,1,1.3603,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,21,0,3,1,0.34,0.2879,0.29,0.4627,0,0.5779,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,4,0,3,1,0.54,0.5152,0.94,0.3881,0,1.4552,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8,13,0,3,1,0.76,0.6818,0.48,0.1045,0,1.1618,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,1,0,6,0,0.24,0.2424,0.65,0.1642,1,0.8924000000000001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,14,0,1,1,0.64,0.6212,0.57,0.194,0,1.1911999999999998,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,23,0,6,0,0.46,0.4545,0.88,0.2985,1,1.3345,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,10,0,3,1,0.54,0.5152,0.88,0.2836,0,1.3952,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,0,0,0.26,0.2424,0.87,0.2836,1,1.1124,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,20,0,4,1,0.6,0.6061,0.64,0.194,0,1.2461,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11,7,0,4,1,0.28,0.2576,0.36,0.3881,0,0.6175999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,2,0,2,1,0.44,0.4394,0.88,0.1343,0,1.3194,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7,21,0,3,1,0.76,0.7121,0.62,0.0,0,1.3321,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5,13,0,4,1,0.72,0.6667,0.54,0.1642,0,1.2067,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2,18,0,0,0,0.4,0.4091,0.54,0.194,1,0.9491,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,8,0,5,1,0.4,0.4091,0.87,0.3582,0,1.2791000000000001,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7,20,0,0,0,0.84,0.7424,0.39,0.1343,1,1.1324,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,4,0,0,0,0.1,0.0455,0.46,0.7164,1,0.5055000000000001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,23,0,3,1,0.24,0.2424,0.87,0.1642,0,1.1124,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,2,0,4,1,0.66,0.6212,0.65,0.0896,0,1.2711999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,8,0,2,1,0.7,0.6667,0.79,0.1343,0,1.4567,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,10,0,1,1,0.22,0.2121,0.41,0.2836,0,0.6221,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,16,0,5,1,0.42,0.4242,0.32,0.2985,0,0.7442,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,14,0,5,1,0.72,0.6515,0.45,0.1642,0,1.1015,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,21,0,3,1,0.48,0.4697,0.33,0.2836,0,0.7997000000000001,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,21,0,4,1,0.72,0.6667,0.48,0.2239,0,1.1467,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,2,1,0.14,0.1667,0.59,0.1045,0,0.7566999999999999,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,22,0,3,1,0.48,0.4697,0.82,0.1045,0,1.2896999999999998,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12,14,0,3,1,0.22,0.2121,0.93,0.2537,0,1.1421000000000001,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,10,0,3,1,0.54,0.5152,0.68,0.0896,0,1.1952,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5,14,0,4,1,0.76,0.6667,0.31,0.194,0,0.9766999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,11,0,0,0,0.42,0.4242,0.41,0.2537,1,0.8342,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,13,0,0,0,0.5,0.4848,0.45,0.1045,1,0.9348000000000001,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,18,0,1,1,0.68,0.6364,0.57,0.3582,0,1.2064,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10,20,0,5,1,0.54,0.5152,0.49,0.0,0,1.0051999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6,3,0,3,1,0.66,0.6061,0.83,0.1045,0,1.4361,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,4,0,6,0,0.26,0.2576,0.48,0.194,1,0.7376,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,6,0,0,0,0.58,0.5455,0.88,0.1045,1,1.4255,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11,11,0,3,1,0.32,0.303,0.49,0.2537,0,0.7929999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,9,1,1,0,0.1,0.1212,0.58,0.1642,0,0.7011999999999999,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,19,0,2,1,0.68,0.6364,0.57,0.3582,0,1.2064,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,7,0,0,0,0.64,0.6061,0.69,0.1045,1,1.2961,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,21,0,4,1,0.62,0.5758,0.83,0.2985,0,1.4058,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12,9,0,6,0,0.26,0.2424,0.81,0.0,1,1.0524,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,11,0,0,0,0.88,0.803,0.39,0.2239,1,1.193,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4,8,0,0,0,0.52,0.5,0.59,0.0,1,1.0899999999999999,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,19,0,2,1,0.26,0.2576,0.65,0.1642,0,0.9076,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,9,0,3,1,0.72,0.697,0.74,0.0,0,1.4369999999999998,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6,0,0,6,0,0.62,0.5606,0.88,0.1343,1,1.4405999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,21,0,1,1,0.74,0.697,0.7,0.194,0,1.3969999999999998,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,6,0,1,1,0.7,0.6667,0.79,0.2239,0,1.4567,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11,23,0,0,0,0.36,0.3485,0.66,0.2239,1,1.0085,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,12,0,5,1,0.4,0.4091,0.54,0.5224,0,0.9491,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,14,0,2,1,0.38,0.3939,0.46,0.2985,0,0.8539,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,0,0,0,0.24,0.2424,0.35,0.1343,1,0.5924,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,19,0,1,1,0.72,0.6667,0.54,0.194,0,1.2067,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5,12,0,6,0,0.72,0.6667,0.58,0.1045,1,1.2467,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,1,0,1,1,0.64,0.5758,0.89,0.0896,0,1.4658,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11,14,0,1,1,0.56,0.5303,0.37,0.1642,0,0.9003,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,2,0,3,1,0.34,0.3182,0.66,0.2836,0,0.9782,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,20,0,1,1,0.52,0.5,0.52,0.1045,0,1.02,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,18,0,3,1,0.4,0.4091,0.87,0.0,0,1.2791000000000001,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,17,0,6,0,0.56,0.5303,0.43,0.1343,1,0.9602999999999999,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5,20,0,5,1,0.62,0.5909,0.73,0.2239,0,1.3209,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11,21,0,1,1,0.34,0.3636,0.49,0.0,0,0.8535999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,11,0,2,1,0.54,0.5152,0.73,0.2836,0,1.2452,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,11,0,5,1,0.28,0.2727,0.52,0.2239,0,0.7927,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,19,0,1,1,0.38,0.3939,0.43,0.4925,0,0.8239,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,11,0,5,1,0.2,0.197,0.4,0.2239,0,0.597,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,19,0,2,1,0.64,0.5758,0.89,0.1343,0,1.4658,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11,10,0,5,1,0.38,0.3939,0.46,0.2985,0,0.8539,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,10,0,3,1,0.62,0.5758,0.83,0.2836,0,1.4058,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3,7,0,6,0,0.36,0.3485,0.87,0.1642,1,1.2185,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7,0,0,1,1,0.68,0.6364,0.89,0.0896,0,1.5264,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,5,0,6,0,0.26,0.2576,0.6,0.1642,1,0.8575999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
11,19,0,5,1,0.46,0.4545,0.47,0.1642,0,0.9245,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11,0,0,4,1,0.36,0.3636,0.57,0.0896,0,0.9336,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,15,0,4,1,0.52,0.5,0.34,0.1642,0,0.8400000000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7,4,0,2,1,0.72,0.6818,0.62,0.0,0,1.3018,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,3,0,0,0,0.26,0.2879,0.6,0.0896,1,0.8878999999999999,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,1,0,5,1,0.7,0.6515,0.65,0.2239,0,1.3014999999999999,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,18,0,1,1,0.58,0.5455,0.83,0.0,0,1.3755,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
